"Internal - All"
"Address","Content","Status Code","Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","Meta Refresh 1","Canonical Link Element 1","Size","Word Count","Text Ratio","Crawl Depth","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URI","Redirect Type","URL Encoded Address"
"https://www.acelerato.com/","text/html; charset=UTF-8","200","OK","Sistema Help Desk e Gestão de Projetos - Acelerato","50","417","Acelerato é o melhor sistema de Help Desk online, Atendimento ao Cliente, e Gestão de Projetos para empresas. Rápido, fácil e eficaz. Avaliação Gratuita","152","895","Ágil, Gestão, Atendimento, Help Desk, Helpdesk, Atendimento ao Cliente, Scrum, XP, Kanban, Projetos, Software, Controle, Sistema, Bluesoft, Management, Trial, Avaliação, Controle de Processos, Controle de tarefas   ","215","Procurando por uma plataforma de Help Desk ou Service Desk Online para sua Empresa?","83","Não perca mais tempo com integrações e sistemas que não se adequam ao processo de sua empresa!","94","Crie sua conta gratuitamente","28","","","https://www.acelerato.com/","29039","857","19.022694","0","176","58","100.0","64","38","13","11","b934ea3868caaf26dcf1dd4390732d45","0.148","Thu, 07 Dec 2017 11:49:54 GMT","","","https://www.acelerato.com/"
"https://www.acelerato.com/pages/segmentos/e-commerce/","text/html; charset=UTF-8","200","OK","Sistema de SAC Online para e-commerce - Acelerato","49","422","Sistema de SAC Online para e-commerce. Tenha clientes mais satisfeitos em poucos minutos. Avaliação Gratuita.","109","665","Ágil, Gestão, Atendimento, Help Desk, Helpdesk, Atendimento ao Cliente, Scrum, XP, Kanban, Projetos, Software, Controle, Sistema, Bluesoft, Management, Trial, Avaliação, Controle de Processos, Controle de tarefas  Atendimento, Help Desk, Atendimento ao Cliente, email, e-mail, e-mail compartilhado, Controle, Sistema, Bluesoft, Agente, Satisfação, Produtividade, SLA, Administrar, sistema de gestão, atendimento, cliente, desvantagens do e-mail ","445","Sistema de SAC Online para e-commerce","37","Crie uma central de SAC online para clientes.","45","Crie sua conta gratuitamente","28","","","https://www.acelerato.com/pages/segmentos/e-commerce/","29413","586","13.160847","1","116","58","100.0","70","48","23","21","5ce38ac8925df08cbc6711aba08efcd7","0.148","Thu, 07 Dec 2017 11:49:54 GMT","","","https://www.acelerato.com/pages/segmentos/e-commerce/"
"https://www.acelerato.com/assets/images/pages/segmentos/contabilidade/central-duvidas.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","67593","0","0.0","2","9","9","15.52","0","0","0","0","","0.146","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/pages/segmentos/contabilidade/central-duvidas.png"
"https://www.acelerato.com/assets/images/imagens/integracao-zapier.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","69342","0","0.0","1","0","0","0.0","0","0","0","0","","0.429","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/imagens/integracao-zapier.png"
"https://www.acelerato.com/atendimento/sistema-suporte/","text/html; charset=UTF-8","200","OK","Sistema de Suporte Online - Acelerato","37","305","Sistema de Suporte Online - Acelerato. Tranforme o atendimento da sua empresa e tenha clientes muito mais satisfeitos. Faça o teste Grátis.","139","822","Ágil, Gestão, Atendimento, Help Desk, Helpdesk, Atendimento ao Cliente, Scrum, XP, Kanban, Projetos, Software, Controle, Sistema, Bluesoft, Management, Trial, Avaliação, Controle de Processos, Controle de tarefas  Sistema de Suporte,Software de Help Desk online, Atendimento, Help Desk, Help Desk Grátis, Atendimento ao Cliente, email, email, ouvidoria, Controle, Sistema, Bluesoft, Satisfação, Produtividade, SLA, Administrar, Atender Clientes, atendimento online, cliente, ouvir cliente, SAC, software sac, sistema sac, sac para empresas ","540","Sistema de Suporte Online","25","Tenha um suporte de qualidade e melhore a satisfação de seus clientes","69","Crie sua conta gratuitamente","28","","","https://www.acelerato.com/atendimento/sistema-suporte/","29352","682","15.222131","1","58","58","100.0","63","43","17","14","c8b989f9877e7ab8adcfbbbcd2d76819","0.436","Thu, 07 Dec 2017 11:49:54 GMT","","","https://www.acelerato.com/atendimento/sistema-suporte/"
"https://www.acelerato.com/assets/images/segmentos-tour/notebook-sac.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","157504","0","0.0","1","0","0","0.0","0","0","0","0","","0.467","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/segmentos-tour/notebook-sac.png"
"https://www.acelerato.com/assets/images/clients/logo-artsoft.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","11671","0","0.0","2","0","0","0.0","0","0","0","0","","0.141","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/clients/logo-artsoft.png"
"https://www.acelerato.com/assets/images/pages/segmentos/contabilidade/controle-de-solicitacoes.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","80378","0","0.0","2","9","9","15.52","0","0","0","0","","0.146","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/pages/segmentos/contabilidade/controle-de-solicitacoes.png"
"https://www.acelerato.com/assets/images/clients/logo-moovin.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","4241","0","0.0","2","0","0","0.0","0","0","0","0","","0.461","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/clients/logo-moovin.png"
"https://www.acelerato.com/assets/images/feature-tour/chamados-organizacao.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","20114","0","0.0","2","3","3","5.17","0","0","0","0","","0.144","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/feature-tour/chamados-organizacao.png"
"https://www.acelerato.com/pages/segmentos/email/","text/html; charset=UTF-8","200","OK","Email Compartilhado - Acelerato","31","256","Problemas com o Email compartilhado? Migre para o Acelerato, o melhor Sistema On-line de Atendimento ao cliente do mercado. Avaliação Gratuita.","143","865","Ágil, Gestão, Atendimento, Help Desk, Helpdesk, Atendimento ao Cliente, Scrum, XP, Kanban, Projetos, Software, Controle, Sistema, Bluesoft, Management, Trial, Avaliação, Controle de Processos, Controle de tarefas  Atendimento, Help Desk, Atendimento ao Cliente, email, e-mail, e-mail compartilhado, Controle, Sistema, Bluesoft, Agente, Satisfação, Produtividade, SLA, Administrar, sistema de gestão, atendimento, cliente, desvantagens do e-mail ","445","Chega de problemas com email compartilhado!","43","Mantenha a simplicidade do email, mas elimine as dores de cabeça","64","Crie sua conta gratuitamente","28","","","https://www.acelerato.com/pages/segmentos/email/","28545","589","13.511999","1","59","58","100.0","66","45","24","22","3d6b3aaf9291e528283ea9cee48ad290","0.422","Thu, 07 Dec 2017 11:49:54 GMT","","","https://www.acelerato.com/pages/segmentos/email/"
"https://www.acelerato.com/pages/segmentos/clinicas-hospitais/","text/html; charset=UTF-8","200","OK","Software de Gestão para Agência de Publicidade - Acelerato","58","483","Conheça o Software de Atendimento mais completo para clinicas e hospitais. Entenda melhor seus cliente. Avaliação Gratuita.","123","734","Ágil, Gestão, Atendimento, Help Desk, Helpdesk, Atendimento ao Cliente, Scrum, XP, Kanban, Projetos, Software, Controle, Sistema, Bluesoft, Management, Trial, Avaliação, Controle de Processos, Controle de tarefas  Atendimento, Help Desk, Atendimento ao Cliente, email, e-mail, e-mail compartilhado, Controle, Sistema, Bluesoft, Agente, Satisfação, Produtividade, SLA, Administrar, sistema de gestão, atendimento, cliente, desvantagens do e-mail ","445","Software de Atendimento para Clínicas e Hospitais","49","Entenda os seus pacientes pelos seus costumes e necessidades não só pelas reclamações.","86","Crie sua conta gratuitamente","28","","","https://www.acelerato.com/pages/segmentos/clinicas-hospitais/","24755","447","12.143002","1","58","58","100.0","62","43","16","14","34c743ce5b89ac6f85baa28099bcb9c8","0.434","Thu, 07 Dec 2017 11:49:54 GMT","","","https://www.acelerato.com/pages/segmentos/clinicas-hospitais/"
"https://www.acelerato.com/assets/images/feature-tour/email_painel.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","68518","0","0.0","2","1","1","1.72","0","0","0","0","","0.147","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/feature-tour/email_painel.png"
"https://www.acelerato.com/assets/images/feature-tour/email_avalia.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","59647","0","0.0","2","1","1","1.72","0","0","0","0","","0.143","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/feature-tour/email_avalia.png"
"https://www.acelerato.com/assets/images/imprensa/exame.png","image/png","200","OK","","0","0","","0","0","","0","","0","","0","","0","","","","2425","0","0.0","2","0","0","0.0","0","0","0","0","","0.161","Thu, 07 Dec 2017 11:48:46 GMT","","","https://www.acelerato.com/assets/images/imprensa/exame.png"
