Source url,Source title,Response code,Backlinks,Domains,External links,Internal links,Last seen
https://www.zendesk.com.br/,Zendesk | Software de atendimento ao cliente e sistema de tickets de suporte,200,32904,117,30,93,2017-05-22
https://www.zendesk.com.br/help-center/,Central de Ajuda - Portal de autoatendimento | Zendesk,200,2909,69,24,94,2017-04-12
https://www.zendesk.com.br/recursos/guia-de-sucesso-atendimento-ao-cliente-omnichannel-para-varejistas,Página não encontrada | Zendesk,404,5,2,26,84,2017-12-07
https://www.zendesk.com.br/chat/,Software de chat em tempo real com o Zendesk Chat,200,4,3,29,88,2017-11-21
https://www.zendesk.com.br/contact/,Entre em contato conosco | Zendesk,200,2,2,40,78,2017-11-10
https://www.zendesk.com.br/demo/,Demonstração do Zendesk | Assista a uma breve demonstração de software de central de ajuda,200,2,2,31,79,2017-12-07
https://www.zendesk.com.br/register/,Cadastro - Zendesk,200,2,1,1,18,2017-02-28
https://www.zendesk.com.br/chat/live-chat-sales/,Chat em tempo real para vendas | Zendesk,200,1,1,28,84,2017-12-07
https://www.zendesk.com.br/guide/features/knowledge-base-software/open-source-knowledge-base/,Open Source Knowledge Base Software vs Open API | Zendesk,200,1,1,32,101,2017-11-26
https://www.zendesk.com.br/company/consulting-services-agreement/,Consulting Services Agreement | Zendesk,200,1,1,27,94,2017-11-10
https://www.zendesk.com.br/product/scaling-customer-service/,Atendimento ao cliente dimensionável | Zendesk,200,1,1,26,82,2017-11-26
https://www.zendesk.com.br/explore/satisfaction-prediction/,Preveja a satisfação do cliente com as análises do Zendesk,200,1,1,31,84,2017-11-26
https://www.zendesk.com.br/product/innovative-customer-service/,Atendimento ao cliente inovador | Zendesk,200,1,1,28,95,2017-08-21
https://www.zendesk.com.br/customer/cotton-on-group/,The Cotton On Group Customer Service Story | Zendesk,200,1,1,34,113,2017-11-16
https://www.zendesk.com.br/talk/features/outbound-call-center/,Outbound Call Center Software | Zendesk,200,1,1,29,95,2017-11-26
https://www.zendesk.com.br/chat/features/,Recursos do Zendesk Chat - Uma maneira rápida e responsiva de interagir,200,1,1,32,95,2017-11-10
https://www.zendesk.com.br/customer/skyscanner/,Skyscanner Customer Service Story | Zendesk,200,1,1,27,85,2017-11-26
https://www.zendesk.com.br/whats-new/,Novidades do Zendesk - Veja nossas atualizações de produto,200,1,1,41,103,2017-12-01
https://www.zendesk.com.br/chat/features/sales-live-chat/,Sales Live Chat | Zendesk,200,1,1,37,98,2017-12-01
https://www.zendesk.com.br/jobs/,Vagas | Zendesk,200,1,1,44,81,2017-11-26
https://www.zendesk.com.br/customer/wharton/,The Wharton School Customer Service Story | Zendesk,200,1,1,18,81,2017-11-16
https://www.zendesk.com.br/support/features/best-issue-tracking-software/,Best Issue Tracking Software | Zendesk,200,1,1,29,103,2017-12-01
https://www.zendesk.com.br/why-zendesk/customer/hightail/,Delivering customer service 35% faster,200,1,1,28,80,2017-11-21
https://www.zendesk.com.br/company/trademark-property/,Marcas registradas e propriedade intelectual | Zendesk,200,1,1,26,86,2017-11-26
https://www.zendesk.com.br/company/customers-partners/,Clientes e parceiros | Zendesk,200,1,1,26,92,2017-11-26
https://www.zendesk.com.br/support/features/help-desk-as-a-service/,Help Desk as a Service | Zendesk,200,1,1,31,106,2017-11-16
https://www.zendesk.com.br/customer-experience/customer-success/,Sucesso da experiência do cliente | Zendesk,200,1,1,26,92,2017-11-16
https://www.zendesk.com.br/talk/features/virtual-call-center/,Virtual Call Center | Zendesk,200,1,1,30,94,2017-08-12
https://www.zendesk.com.br/customer/spartan-race/,História de atendimento ao cliente da Spartan Race | Zendesk,200,1,1,30,116,2017-12-07
https://www.zendesk.com.br/explore/features/importance-customer-service-analytics/,Importance of Customer Service Analytics | Zendesk,200,1,1,29,107,2017-11-26
https://www.zendesk.com.br/customer/play-telecom/,Play Telecom Customer Service Story | Zendesk,200,1,1,30,109,2017-12-07
https://www.zendesk.com.br/company/customers-partners/cookie-policy/,Cookie Policy | Zendesk,200,1,1,33,93,2017-11-21
https://www.zendesk.com.br/talk/customized-greetings/,Saudações personalizadas | Zendesk,200,1,1,26,86,2017-12-07
https://www.zendesk.com.br/customer/justgiving/,JustGiving Customer Service Story | Zendesk,200,1,1,26,81,2017-11-05
https://www.zendesk.com.br/company/management-team/,Equipe de gerenciamento da Zendesk,200,1,1,48,79,2017-10-31
https://www.zendesk.com.br/customer/handy/,Handy Customer Service Story | Zendesk,200,1,1,29,84,2017-12-07
https://www.zendesk.com.br/guide/,Autoatendimento e base de conhecimento com o Zendesk Guide,200,1,1,29,102,2017-12-07
https://www.zendesk.com.br/support/features/alternative-customer-support-software/,Alternative Customer Support Software | Zendesk,200,1,1,33,99,2017-11-16
https://www.zendesk.com.br/company/policies-procedures/responsible-disclosure-policy/,Responsible Disclosure Policy | Zendesk,200,1,1,31,89,2017-11-10
https://www.zendesk.com.br/talk/features/inbound-call-center/,Inbound Call Center Software | Zendesk,200,1,1,29,99,2017-11-26
https://www.zendesk.com.br/talk/features/computer-telephony-integration/,Computer Telephony Integration | Zendesk,200,1,1,29,94,2017-11-26
https://www.zendesk.com.br/talk/forward-phone/,Encaminhamento para telefone | Zendesk,200,1,1,26,86,2017-11-26
